target_library,package_name,candidate_name,primary_category,component_kind,repo_count,file_count,priority,rationale,evidence_repos
shared-automation,@platphorm/automation,chapter-8-chroot,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,library-check,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,version-check,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,chapter-9-chroot,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,chapter-5,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,7-x-configure-bash,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,7-4-manage-devices,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,7-5-configure-network,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,7-2-make-lfs-bootscripts,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,7-6-configure-systemv,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,9-1-the-end,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,9-x-cleanup,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,8-2-create-fstab,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,8-3-make-linux-kernel,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,8-4-setup-grub,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-48-make-libelf,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-29-make-psmisc,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-64-make-gzip,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-32-make-flex,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-37-make-gperf,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-6-create-essentials,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-22-make-bzip2,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-38-make-expat,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-53-make-meson,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-51-make-python,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-80-clean,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-15-make-bc,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-10-adjust-toolchain,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-62-make-grub,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-70-make-sysklogd,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-39-make-inetutils,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-58-make-diffutils,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-72-make-eudev,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-2-prepare-vkfs,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-20-make-shadow,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-52-make-ninja,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-11-make-zlib,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-40-make-perl,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-8-make-man-pages,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-7-make-linux-api-headers,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-30-make-iana-etc,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-60-make-findutils,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-35-make-libtool,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-19-make-mpc,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-14-make-m4,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-55-make-e2fsprogs,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-17-make-gmp,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-54-make-procps-ng,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-16-make-binutils,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-21-make-gcc,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-76-make-texinfo,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-49-make-libffi,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-31-make-bison,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-23-make-pkg-config,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-36-make-gdbm,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-42-make-intltool,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-69-make-patch,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-28-make-sed,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-41-make-xml-parser,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-24-make-ncurses,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-12-make-file,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-33-make-grep,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-57-make-check,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-50-make-openssl,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-71-make-sysvinit,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-66-make-kbd,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-46-make-kmod,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-34-make-bash,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-59-make-gawk,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-27-make-libcap,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-56-make-coreutils,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-26-make-acl,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-67-make-libpipeline,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-77-make-vim,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-43-make-autoconf,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-18-make-mpfr,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-44-make-automake,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-73-make-util-linux,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-13-make-readline,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-5-create-directories,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-74-make-man-db,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-63-make-less,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-45-make-xz,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-25-make-attr,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-65-make-iproute2,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-9-make-glibc,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-47-make-gettext,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-75-make-tar,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-61-make-groff,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-68-make-make,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,6-79-strip,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,3-1-download-tools,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-15-make-ncurses,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-7-make-glibc,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-4-make-binutils,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-16-make-bash,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-12-make-expect,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-10-make-gcc,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-6-make-linux-api-headers,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-26-make-gzip,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-30-make-sed,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-22-make-findutils,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-14-make-m4,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-35-strip,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-33-make-util-linux,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-23-make-gawk,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-8-make-libstdc,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-19-make-coreutils,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-29-make-perl,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-9-make-binutils,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-20-make-diffutils,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-5-make-gcc,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-34-make-xz,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-24-make-gettext,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-11-make-tcl,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-27-make-make,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-21-make-file,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-13-make-dejagnu,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-32-make-texinfo,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-28-make-patch,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-17-make-bison,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-31-make-tar,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-18-make-bzip2,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-automation,@platphorm/automation,5-25-make-grep,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,mbarbine__zornixOS
shared-logic,@platphorm/logic,settings-store,logic,state-store,1,1,medium,state-store classified as logic with reuse potential across 1 repositories and 1 files.,ph3ar__DeskThing-FortuneCookie
shared-logic,@platphorm/logic,fortune-store,logic,state-store,1,1,medium,state-store classified as logic with reuse potential across 1 repositories and 1 files.,ph3ar__DeskThing-FortuneCookie
shared-process,@platphorm/process,prod-checklist,process,process-document,1,1,medium,process-document classified as process with reuse potential across 1 repositories and 1 files.,ph3ar__js_mongo_app_boilerplate
shared-process,@platphorm/process,roadmap-chat-sdk,process,roadmap,1,1,medium,roadmap classified as process with reuse potential across 1 repositories and 1 files.,ph3ar__js_mongo_app_boilerplate
shared-ai,@platphorm/ai,model-config,ai,ai-integration,1,1,medium,ai-integration classified as ai with reuse potential across 1 repositories and 1 files.,ph3ar__js_mongo_app_boilerplate
shared-logic,@platphorm/logic,stannp-client,logic,utility,1,1,medium,utility classified as logic with reuse potential across 1 repositories and 1 files.,ph3ar__mailthing-webby
shared-logic,@platphorm/logic,stannp-api,logic,utility,1,1,medium,utility classified as logic with reuse potential across 1 repositories and 1 files.,ph3ar__mailthing-webby
shared-logic,@platphorm/logic,auth,logic,utility,1,1,medium,utility classified as logic with reuse potential across 1 repositories and 1 files.,ph3ar__mailthing-webby
shared-logic,@platphorm/logic,validators,logic,schema-validation,1,1,medium,schema-validation classified as logic with reuse potential across 1 repositories and 1 files.,ph3ar__mailthing-webby
shared-logic,@platphorm/logic,shopify,logic,utility,1,1,medium,utility classified as logic with reuse potential across 1 repositories and 1 files.,ph3ar__newdittyswag-commerce
shared-automation,@platphorm/automation,run-helper,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,ph3ar__ph3ar_radio_backend
shared-automation,@platphorm/automation,installdependencies,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,ph3ar__ph3ar_radio_backend
shared-automation,@platphorm/automation,runsvc,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,ph3ar__ph3ar_radio_backend
shared-automation,@platphorm/automation,start-server,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,ph3ar__ph3ar_radio_backend
shared-automation,@platphorm/automation,index-fix,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,ph3ar__ph3ar_radio_backend
shared-automation,@platphorm/automation,dev-fix,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,ph3ar__ph3ar_radio_backend
shared-automation,@platphorm/automation,chord-sampler,automation,automation-config,1,1,medium,automation-config classified as automation with reuse potential across 1 repositories and 1 files.,ph3ar__ph3ar_radio_backend
shared-process,@platphorm/process,editing,process,process-document,1,1,medium,process-document classified as process with reuse potential across 1 repositories and 1 files.,ph3ar__radio-backend
shared-automation,@platphorm/automation,startup-info,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,ph3ar__renegade-bbs-docker
shared-automation,@platphorm/automation,start-cloudflared,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,ph3ar__renegade-bbs-docker
shared-process,@platphorm/process,welcome,process,process-document,1,1,medium,process-document classified as process with reuse potential across 1 repositories and 1 files.,ph3ar__renegade-bbs-docker
shared-automation,@platphorm/automation,start-bg,automation,script,1,1,medium,script classified as automation with reuse potential across 1 repositories and 1 files.,ph3ar__www_js_terminal
shared-ai,@platphorm/ai,get-layouted-elements,ai,ai-integration,1,1,medium,ai-integration classified as ai with reuse potential across 1 repositories and 1 files.,process-co__json-graph
shared-logic,@platphorm/logic,get-display-label,logic,utility,1,1,medium,utility classified as logic with reuse potential across 1 repositories and 1 files.,process-co__json-graph
shared-logic,@platphorm/logic,get-colors,logic,utility,1,1,medium,utility classified as logic with reuse potential across 1 repositories and 1 files.,process-co__json-graph
shared-logic,@platphorm/logic,calculate-node-size,logic,parser,1,1,medium,parser classified as logic with reuse potential across 1 repositories and 1 files.,process-co__json-graph
shared-logic,@platphorm/logic,add-node-to-graph,logic,parser,1,1,medium,parser classified as logic with reuse potential across 1 repositories and 1 files.,process-co__json-graph
shared-logic,@platphorm/logic,add-edge-to-graph,logic,parser,1,1,medium,parser classified as logic with reuse potential across 1 repositories and 1 files.,process-co__json-graph
shared-logic,@platphorm/logic,traverse,logic,parser,1,1,medium,parser classified as logic with reuse potential across 1 repositories and 1 files.,process-co__json-graph
shared-logic,@platphorm/logic,types,logic,parser,1,1,medium,parser classified as logic with reuse potential across 1 repositories and 1 files.,process-co__json-graph
shared-logic,@platphorm/logic,use-json-graph-store,logic,state-store,1,1,medium,state-store classified as logic with reuse potential across 1 repositories and 1 files.,process-co__json-graph
shared-process,@platphorm/process,dependency-resolution,process,process-document,1,1,medium,process-document classified as process with reuse potential across 1 repositories and 1 files.,process-co__npm-element-dev-server
shared-process,@platphorm/process,monorepo-dev-mode,process,process-document,1,1,medium,process-document classified as process with reuse potential across 1 repositories and 1 files.,process-co__npm-element-dev-server
shared-process,@platphorm/process,process-element-cli-output,process,process-document,1,1,medium,process-document classified as process with reuse potential across 1 repositories and 1 files.,process-co__npm-element-types
shared-security,@platphorm/security,main,security,security-module,2,9,low,security-module classified as security with reuse potential across 2 repositories and 9 files.,"mbarbine__Scripts, mbarbine__lettuce"
shared-backend,@platphorm/backend,page,backend,backend-module,2,8,low,backend-module classified as backend with reuse potential across 2 repositories and 8 files.,"mbarbine__platphorm-podcasts, mbarbine__platphormnews-www-prod"
shared-observability,@platphorm/observability,default,observability,observability-module,2,7,low,observability-module classified as observability with reuse potential across 2 repositories and 7 files.,"mbarbine__ja4-sidecar, mbarbine__wildduck"
shared-styles,@platphorm/styles,dialog,style,ui-primitive,2,6,low,ui-primitive classified as style with reuse potential across 2 repositories and 6 files.,"mbarbine__Scripts, mbarbine__vanagain-site"
shared-observability,@platphorm/observability,no-ssl,observability,observability-module,2,6,low,observability-module classified as observability with reuse potential across 2 repositories and 6 files.,"mbarbine__ja4-sidecar, mbarbine__wildduck"
shared-styles,@platphorm/styles,slider,style,ui-primitive,2,4,low,ui-primitive classified as style with reuse potential across 2 repositories and 4 files.,"mbarbine__Scripts, mbarbine__vanagain-site"
shared-styles,@platphorm/styles,pagination,style,ui-primitive,2,4,low,ui-primitive classified as style with reuse potential across 2 repositories and 4 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-styles,@platphorm/styles,spinning,style,stylesheet,2,4,low,stylesheet classified as style with reuse potential across 2 repositories and 4 files.,"mbarbine__Scripts, mbarbine__xsociety"
shared-observability,@platphorm/observability,wildduck,observability,observability-module,2,4,low,observability-module classified as observability with reuse potential across 2 repositories and 4 files.,"mbarbine__ja4-sidecar, mbarbine__wildduck"
shared-frontend,@platphorm/frontend,login,frontend,feature-ui,2,4,low,feature-ui classified as frontend with reuse potential across 2 repositories and 4 files.,"mbarbine__legacy-platphorm-news, mbarbine__news-api"
shared-backend,@platphorm/backend,constants,backend,api-route,2,4,low,api-route classified as backend with reuse potential across 2 repositories and 4 files.,"mbarbine__legacy-platphorm-news, mbarbine__news-api"
shared-backend,@platphorm/backend,get-ask-stories,backend,api-route,2,4,low,api-route classified as backend with reuse potential across 2 repositories and 4 files.,"mbarbine__legacy-platphorm-news, mbarbine__news-api"
shared-frontend,@platphorm/frontend,use-settings,frontend,ui-hook,2,4,low,ui-hook classified as frontend with reuse potential across 2 repositories and 4 files.,"mbarbine__platphorm-jules, mbarbine__platphorm-reader"
shared-observability,@platphorm/observability,main,observability,observability-module,2,3,low,observability-module classified as observability with reuse potential across 2 repositories and 3 files.,"mbarbine__Scripts, mbarbine__msicrafter"
shared-observability,@platphorm/observability,no-ssl-fixed,observability,observability-module,2,3,low,observability-module classified as observability with reuse potential across 2 repositories and 3 files.,"mbarbine__ja4-sidecar, mbarbine__wildduck"
shared-observability,@platphorm/observability,ja4-config,observability,observability-module,2,3,low,observability-module classified as observability with reuse potential across 2 repositories and 3 files.,"mbarbine__ja4-sidecar, mbarbine__wildduck"
shared-styles,@platphorm/styles,news,style,stylesheet,2,3,low,stylesheet classified as style with reuse potential across 2 repositories and 3 files.,"mbarbine__legacy-platphorm-news, mbarbine__news-api"
shared-frontend,@platphorm/frontend,news,frontend,feature-ui,2,3,low,feature-ui classified as frontend with reuse potential across 2 repositories and 3 files.,"mbarbine__legacy-platphorm-news, mbarbine__news-api"
shared-frontend,@platphorm/frontend,trace-provider,frontend,ui-provider,2,3,low,ui-provider classified as frontend with reuse potential across 2 repositories and 3 files.,"mbarbine__platphorm-base, mbarbine__platphorm-layout"
shared-ui,@platphorm/ui,smart-tooltip,ui,ui-primitive,2,3,low,ui-primitive classified as ui with reuse potential across 2 repositories and 3 files.,"mbarbine__platphorm-insights, mbarbine__platphorm-layout"
shared-security,@platphorm/security,ko,security,security-module,2,3,low,security-module classified as security with reuse potential across 2 repositories and 3 files.,"mbarbine__two-doller-web, mbarbine__vanagain-site"
shared-frontend,@platphorm/frontend,stat-counter,frontend,feature-ui,2,2,low,feature-ui classified as frontend with reuse potential across 2 repositories and 2 files.,"mbarbine__2025-year-in-review-webby, mbarbine__v0-2025-year-in-review"
